EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,Time,time_location,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
496910,SOUTH COAST (ZONE), ,1/10/14,2115,21:15,2014-01-10  21:00:00 | Washington,High Wind,69, ,0,0,0,0,Washington,PST-8,MG,82532,Z,21,PQR,0,0,Official NWS Observations, , , , , , , , , , , , ,"Strong winds were reported at several weather stations along the South Washington Coast including 55mph sustained winds with a gust of 79 mph at Megler Bridge (ODT76). Cape Disappointment (82sW1) also measured a peak gust of 70 mph, with Toke Point (TOKW1) measuring sustained winds of 40 mph and a gust of 56 mph.",A strong Pacific Storm brought windy conditions to the Southwest Washington coast and the Willapa Hills.,11
485189,WESTERN WHATCOM COUNTY (ZONE), ,1/10/14,2301,23:01,2014-01-10  23:00:00 | Washington,High Wind,36, ,0,0,0,0,Washington,PST-8,MS,81020,Z,503,SEW,0,0,Mesonet, , , , , , , , , , , , ,"A CWOP site near Bellingham recorded 40-42 mph sustained wind with a gust of 59 mph.|The windstorm caused a tree to crash through the roof of a mobile home on Emily Dr. east of Bellingham, in the morning hours Saturday.",Prefrontal southeast high winds occurred on the coast and over the north interior. This was the first of three separate high wind episodes.,12
485186,WESTERN SKAGIT COUNTY (ZONE), ,1/11/14,10,0:10,2014-01-11  0:00:00 | Washington,High Wind,35, ,0,0,0,0,Washington,PST-8,MS,81020,Z,506,SEW,0,0,Department of Highways, , , , , , , , , , , , ,A state department of transportation sensor recorded 40 mph sustained wind.,Prefrontal southeast high winds occurred on the coast and over the north interior. This was the first of three separate high wind episodes.,13
485182,CENTRAL COAST (ZONE), ,1/11/14,53,0:53,2014-01-11  0:00:00 | Washington,High Wind,37, ,0,0,0,0,Washington,PST-8,MS,81020,Z,517,SEW,0,0,ASOS, , , , , , , , , , , , ,The ASOS at KHQM recorded 43 mph sustained wind off and a peak wind of 63 mph.,Prefrontal southeast high winds occurred on the coast and over the north interior. This was the first of three separate high wind episodes.,14
496911,SOUTHWEST INTERIOR (ZONE), ,1/11/14,500,5:00,2014-01-11  5:00:00 | Washington,High Wind,36, ,0,0,0,0,Washington,PST-8,MS,82532,Z,20,PQR,0,0,RAWS, , , , , , , , , , , , ,The Abernathy RAWS (ABNW1) reported sustained winds of 41 mph with a peak gust of 67 mph.,A strong Pacific Storm brought windy conditions to the Southwest Washington coast and the Willapa Hills.,15
483168,EAST SLOPES OF THE WASHINGTON CASCADES (ZONE), ,1/11/14,550,5:50,2014-01-11  5:00:00 | Washington,High Wind,50, ,0,0,0,0,Washington,PST-8,EG,80676,Z,520,PDT,0,0,Trained Spotter, , , , , , , , , , , , ,Strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across highway 141.,"Strong winds moved into the interior Pacific Northwest over the January 10-12th weekend. Several reports of high wind gusts and damage were recorded with these winds. Wind gusts in MPH were reported: (76) Hanford, (71) southwest of Harrah, (70) Hanford, (68) north of West Richland,  (66) Hanford, (65) south west of Harrah, (64) southeast Hanford, (64) Hanford, (62) northwest of West Richland, (62) north east of Sunnyside, (61) southwest of Harrah, (61) east of Glenwood, (61) east of Selah, (61) north of Richland, (60) west northwest of Bickleton, (60) west of Basin City, (60) north northeast of Sunnyside, (59) southeast of Eltopia, (59) south of Yakima, (58) northeast of Sunnyside, (58) east of Goldendale, (58) southeast of Dayton, (58) Hanford, (58) west of Basin City, and sustained winds of 45 mph just west of College Place.  Also strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across Highway 141.  A semi Truck was blown over on Highway 240 and the driver was hospitalized.  Trees were reported down in Dayton.  A trained spotter reported small trees down an a 4.5 foot childs playhouse was carried from their backyard to their front yard.",16
483172,YAKIMA VALLEY (ZONE), ,1/11/14,553,5:53,2014-01-11  5:00:00 | Washington,High Wind,62, ,0,0,0,0,Washington,PST-8,MG,80676,Z,27,PDT,0,0,Mesonet, , , , , , , , , , , , ,,"Strong winds moved into the interior Pacific Northwest over the January 10-12th weekend. Several reports of high wind gusts and damage were recorded with these winds. Wind gusts in MPH were reported: (76) Hanford, (71) southwest of Harrah, (70) Hanford, (68) north of West Richland,  (66) Hanford, (65) south west of Harrah, (64) southeast Hanford, (64) Hanford, (62) northwest of West Richland, (62) north east of Sunnyside, (61) southwest of Harrah, (61) east of Glenwood, (61) east of Selah, (61) north of Richland, (60) west northwest of Bickleton, (60) west of Basin City, (60) north northeast of Sunnyside, (59) southeast of Eltopia, (59) south of Yakima, (58) northeast of Sunnyside, (58) east of Goldendale, (58) southeast of Dayton, (58) Hanford, (58) west of Basin City, and sustained winds of 45 mph just west of College Place.  Also strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across Highway 141.  A semi Truck was blown over on Highway 240 and the driver was hospitalized.  Trees were reported down in Dayton.  A trained spotter reported small trees down an a 4.5 foot childs playhouse was carried from their backyard to their front yard.",17
489554,SPOKANE CO.,DEER PARK,1/11/14,600,6:00,2014-01-11  6:00:00 | Washington,Flood, , ,0,0,1000,0,Washington,PST-8, ,81564,C,63,OTX,0,0,Trained Spotter,Heavy Rain / Snow Melt, , ,1,NNE,0,E,DEER PARK,47.9651,-117.465,47.9506,-117.4617,"Minor urban flooding reported in and around Deer Park.  Residence living on 2nd Avenue indicated water over the roadway and some water seeping into a basement of a building.  Large puddles covering other roads around town, but all were passable without any closures reported.  Damage costs were estimated.","A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",18
483171,LOWER COLUMBIA BASIN (ZONE), ,1/11/14,700,7:00,2014-01-11  7:00:00 | Washington,High Wind,66, ,0,0,0,0,Washington,PST-8,MG,80676,Z,28,PDT,0,0,Mesonet, , , , , , , , , , , , ,,"Strong winds moved into the interior Pacific Northwest over the January 10-12th weekend. Several reports of high wind gusts and damage were recorded with these winds. Wind gusts in MPH were reported: (76) Hanford, (71) southwest of Harrah, (70) Hanford, (68) north of West Richland,  (66) Hanford, (65) south west of Harrah, (64) southeast Hanford, (64) Hanford, (62) northwest of West Richland, (62) north east of Sunnyside, (61) southwest of Harrah, (61) east of Glenwood, (61) east of Selah, (61) north of Richland, (60) west northwest of Bickleton, (60) west of Basin City, (60) north northeast of Sunnyside, (59) southeast of Eltopia, (59) south of Yakima, (58) northeast of Sunnyside, (58) east of Goldendale, (58) southeast of Dayton, (58) Hanford, (58) west of Basin City, and sustained winds of 45 mph just west of College Place.  Also strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across Highway 141.  A semi Truck was blown over on Highway 240 and the driver was hospitalized.  Trees were reported down in Dayton.  A trained spotter reported small trees down an a 4.5 foot childs playhouse was carried from their backyard to their front yard.",19
483169,SIMCOE HIGHLANDS (ZONE), ,1/11/14,756,7:56,2014-01-11  7:00:00 | Washington,High Wind,53, ,0,0,0,0,Washington,PST-8,MG,80676,Z,521,PDT,0,0,Mesonet, , , , , , , , , , , , ,,"Strong winds moved into the interior Pacific Northwest over the January 10-12th weekend. Several reports of high wind gusts and damage were recorded with these winds. Wind gusts in MPH were reported: (76) Hanford, (71) southwest of Harrah, (70) Hanford, (68) north of West Richland,  (66) Hanford, (65) south west of Harrah, (64) southeast Hanford, (64) Hanford, (62) northwest of West Richland, (62) north east of Sunnyside, (61) southwest of Harrah, (61) east of Glenwood, (61) east of Selah, (61) north of Richland, (60) west northwest of Bickleton, (60) west of Basin City, (60) north northeast of Sunnyside, (59) southeast of Eltopia, (59) south of Yakima, (58) northeast of Sunnyside, (58) east of Goldendale, (58) southeast of Dayton, (58) Hanford, (58) west of Basin City, and sustained winds of 45 mph just west of College Place.  Also strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across Highway 141.  A semi Truck was blown over on Highway 240 and the driver was hospitalized.  Trees were reported down in Dayton.  A trained spotter reported small trees down an a 4.5 foot childs playhouse was carried from their backyard to their front yard.",20
494013,WEST SLOPES NORTHERN CASCADES AND PASSES (ZONE), ,1/11/14,800,8:00,2014-01-11  8:00:00 | Washington,Heavy Snow, , ,0,0,0,0,Washington,PST-8, ,82124,Z,518,SEW,0,0,Park/Forest Service, , , , , , , , , , , , ,USFS NWAC station at Mt Baker measured 13 inches snow in 12 hours ending 8 pm Jan 11. USFS NWAC station at Stevens Pass measured 19 inches snow in 24 hours ending 9 am Jan 12.,A frontal system and the Puget Sound Convergence Zone that formed in its wake brought heavy snow to several spots in the Cascades.,21
494014,WEST SLOPES CENTRAL CASCADES AND PASSES (ZONE), ,1/11/14,800,8:00,2014-01-11  8:00:00 | Washington,Heavy Snow, , ,0,0,0,0,Washington,PST-8, ,82124,Z,519,SEW,0,0,Park/Forest Service, , , , , , , , , , , , ,"USFS NWAC station at Stevens Pass measured 19 inches snow in 24 hours ending 9 am Jan 12. USFS NWAC station at Paradise measured 12 inches snow in 12 hours ending 9 am Jan 12, and 30 inches storm total.",A frontal system and the Puget Sound Convergence Zone that formed in its wake brought heavy snow to several spots in the Cascades.,22
489543,NORTHEAST MOUNTAINS (ZONE), ,1/11/14,815,8:15,2014-01-11  8:00:00 | Washington,High Wind,61, ,0,0,0,0,Washington,PST-8,EG,81564,Z,37,OTX,0,0,Public, , , , , , , , , , , , ,A 40 foot cell phone tower collapsed due to high winds at 49 Degrees North Ski Area.  The cell tower smashed through the rough of an adjacent building that contained some transmission equipment.  A tree also was knocked over into some power lines near the resort at 0948PST; power was later restored at 1135PST.,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",23
483170,BLUE MOUNTAIN FOOTHILLS (ZONE), ,1/11/14,823,8:23,2014-01-11  8:00:00 | Washington,High Wind,50, ,0,0,0,0,Washington,PST-8,MG,80676,Z,29,PDT,0,0,Mesonet, , , , , , , , , , , , ,,"Strong winds moved into the interior Pacific Northwest over the January 10-12th weekend. Several reports of high wind gusts and damage were recorded with these winds. Wind gusts in MPH were reported: (76) Hanford, (71) southwest of Harrah, (70) Hanford, (68) north of West Richland,  (66) Hanford, (65) south west of Harrah, (64) southeast Hanford, (64) Hanford, (62) northwest of West Richland, (62) north east of Sunnyside, (61) southwest of Harrah, (61) east of Glenwood, (61) east of Selah, (61) north of Richland, (60) west northwest of Bickleton, (60) west of Basin City, (60) north northeast of Sunnyside, (59) southeast of Eltopia, (59) south of Yakima, (58) northeast of Sunnyside, (58) east of Goldendale, (58) southeast of Dayton, (58) Hanford, (58) west of Basin City, and sustained winds of 45 mph just west of College Place.  Also strong winds downed a tree into power lines causing a power outage in Trout Lake.  Trees also fell across Highway 141.  A semi Truck was blown over on Highway 240 and the driver was hospitalized.  Trees were reported down in Dayton.  A trained spotter reported small trees down an a 4.5 foot childs playhouse was carried from their backyard to their front yard.",24
489539,SPOKANE AREA (ZONE), ,1/11/14,910,9:10,2014-01-11  9:00:00 | Washington,High Wind,50, ,0,0,0,0,Washington,PST-8,EG,81564,Z,36,OTX,0,0,Trained Spotter, , , , , , , , , , , , ,A ten inch diameter tree snapped off in the Five Mile Prairie area north of Spokane; some houses also lost shingles in the area.  There was also a report of an old growth tree that lost four large branches with a girth of eight inches in diameter north of Davenport.  One of these branches flew about ten feet away from the tree.,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",25
492739,SEATTLE/BREMERTON AREA (ZONE), ,1/11/14,1000,10:00,2014-01-11  10:00:00 | Washington,Strong Wind,49, ,0,0,300000,0,Washington,PST-8,MG,81985,Z,508,SEW,0,0,Newspaper, , , , , , , , , , , , ,"About 30,000 people in the Seattle area were without power.","Strong wind knocked out power to nearly 90,000 customers in western Washington.  A landslide blocked a road near Index, cutting off access to about 90 homeowners.",26
489535,LOWER GARFIELD & ASOTIN (ZONE), ,1/11/14,1000,10:00,2014-01-11  10:00:00 | Washington,High Wind,52, ,0,0,0,0,Washington,PST-8,MG,81564,Z,32,OTX,0,0,Mesonet, , , , , , , , , , , , ,,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",27
492740,EVERETT AND VICINITY (ZONE), ,1/11/14,1000,10:00,2014-01-11  10:00:00 | Washington,Strong Wind,45, ,0,0,100000,0,Washington,PST-8,MG,81985,Z,507,SEW,0,0,Newspaper, , , , , , , , , , , , ,"About 10,000 people in Snohomish county were without power.","Strong wind knocked out power to nearly 90,000 customers in western Washington.  A landslide blocked a road near Index, cutting off access to about 90 homeowners.",28
489537,WASHINGTON PALOUSE (ZONE), ,1/11/14,1010,10:10,2014-01-11  10:00:00 | Washington,High Wind,48, ,0,0,0,0,Washington,PST-8,MS,81564,Z,33,OTX,0,0,Mesonet, , , , , , , , , , , , ,,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",29
485190,CENTRAL COAST (ZONE), ,1/11/14,1012,10:12,2014-01-11  10:00:00 | Washington,High Wind,43, ,0,0,0,0,Washington,PST-8,MS,81021,Z,517,SEW,0,0,ASOS, , , , , , , , , , , , ,The ASOS at KQHM recorded a peak wind of 58 mph.  The tide gauge at Westport recorded sustained high wind between 40 and 49 mph.,Strong onshore flow in the wake of a frontal passage brought westerly high wind to the coast and north interior.  This is the second of three separate high wind episodes.,30
485193,WESTERN WHATCOM COUNTY (ZONE), ,1/11/14,1136,11:36,2014-01-11  11:00:00 | Washington,High Wind,36, ,0,0,0,0,Washington,PST-8,MS,81021,Z,503,SEW,0,0,Mesonet, , , , , , , , , , , , ,A CWOP near Bellingham recorded 41 mph sustained wind with a 59 mph gust.,Strong onshore flow in the wake of a frontal passage brought westerly high wind to the coast and north interior.  This is the second of three separate high wind episodes.,31
496884,SOUTH WASHINGTON CASCADES (ZONE), ,1/11/14,1300,13:00,2014-01-11  13:00:00 | Washington,Heavy Snow, , ,0,0,0,0,Washington,PST-8, ,82526,Z,19,PQR,0,0,SNOTEL, , , , , , , , , , , , ,Twenty inches of snow was measured at June lake (3340 feet). A snow rate of 1 inch per hour was measured around 1900 PST on January 11th.,A complex low pressure system brought a series of fronts across the Pacific Northwest January 11 through January 12 that resulted in heavy snow for the South Washington Cascades.,32
485195,ADMIRALTY INLET AREA (ZONE), ,1/11/14,1405,14:05,2014-01-11  14:00:00 | Washington,High Wind,36, ,0,0,0,0,Washington,PST-8,MS,81021,Z,510,SEW,0,0,Mesonet, , , , , , , , , , , , ,A mesonet site on Camano Island recorded 40-41 mph sustained wind.,Strong onshore flow in the wake of a frontal passage brought westerly high wind to the coast and north interior.  This is the second of three separate high wind episodes.,33
489538,MOSES LAKE AREA (ZONE), ,1/11/14,1410,14:10,2014-01-11  14:00:00 | Washington,High Wind,56, ,0,0,0,0,Washington,PST-8,MG,81564,Z,34,OTX,0,0,Mesonet, , , , , , , , , , , , ,A portion of Highway 24 was closed due to an overabundance of wind-blown tumble weeds onto the highway.  Snow plows had to be called out to remove the tumble weeds before the highway could be reopened.,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",34
489553,WENATCHEE AREA (ZONE), ,1/11/14,2000,20:00,2014-01-11  20:00:00 | Washington,Strong Wind,41, ,0,0,1000,0,Washington,PST-8,EG,81564,Z,41,OTX,0,0,COOP Observer, , , , , , , , , , , , ,Winds snapped off the top of some trees.  Damage cost was estimated.,"A deep fetch of Pacific moisture brought heavy snow to the mountains and moderate to heavy rain to the valleys across the area overnight on January 10th into the 11th.  Localized flooding was observed in the northeast mountains of Washington due to a combination of rainfall, snow melt and frozen soils.  Rainfall amounts were generally up into the half inch to one inch range for this period, which typically would not cause flooding if not in combination with low elevation snow melt and frozen soils preventing water from seeping into the ground.  Flooding impacts were minor and limited to low spots in the terrain, in urban areas and along small streams.  Rain and heavy snow was followed by a strong cold front passage during the early morning hours of January 11th with strong and damaging winds observed across the much of the area.",35
485197,CENTRAL COAST (ZONE), ,1/11/14,2042,20:42,2014-01-11  20:00:00 | Washington,High Wind,37, ,0,0,0,0,Washington,PST-8,MS,81022,Z,517,SEW,0,0,Other Federal Agency, , , , , , , , , , , , ,The Westport tide gauge recorded 40-43 mph sustained wind.,Northwesterly high wind occurred on the central coast on the evening of January 11.  This is the third of three separate high wind episodes.,36
483053,EAST SLOPES OF THE WASHINGTON CASCADES (ZONE), ,1/13/14,600,6:00,2014-01-13  6:00:00 | Washington,High Wind,52, ,0,0,0,0,Washington,PST-8,EG,80677,Z,520,PDT,0,0,Newspaper, , , , , , , , , , , , ,Local reporter passed along information about numerous trees and power poles down in the Roslyn area and Cle Elum area.,January 13th High Wind Event for the East Slopes of the Washington Cascades.,37
493483,SPOKANE AREA (ZONE), ,1/15/14,2300,23:00,2014-01-15  23:00:00 | Washington,Freezing Fog, , ,0,0,0,0,Washington,PST-8, ,82066,Z,36,OTX,0,0,Utility Company, , , , , , , , , , , , ,The Bonneville Power Administration reported issues of riming on their transmission lines running from the Mead area (Bell substation) out onto the west plains.  Avista Utility also reported riming on their transmission lines with power outages reported across the Spokane area.  This included a broken conductor and broken poles between the Four Mounds area to the Idaho state border.,This period was dominated by a strong upper level ridge of high pressure.  Subsidence associated with this ridge trapped low level moisture with widespread fog developing across the area.  Freezing temperatures and dense fog produced some rime on power lines leading to power outages across the area.,38
493482,UPPER COLUMBIA BASIN (ZONE), ,1/15/14,2300,23:00,2014-01-15  23:00:00 | Washington,Freezing Fog, , ,0,0,0,0,Washington,PST-8, ,82066,Z,35,OTX,0,0,Utility Company, , , , , , , , , , , , ,The Bonneville Power Administration reported issues of riming on their transmission lines running across the northern portions of the Columbia Basin.,This period was dominated by a strong upper level ridge of high pressure.  Subsidence associated with this ridge trapped low level moisture with widespread fog developing across the area.  Freezing temperatures and dense fog produced some rime on power lines leading to power outages across the area.,39
545749,WEST SLOPES NORTHERN CASCADES AND PASSES (ZONE), ,1/18/14,1215,12:15,2014-01-18  12:00:00 | Washington,Avalanche, , ,1,0,0,0,Washington,PST-8, ,91037,Z,518,SEW,0,0,Park/Forest Service, , , , , , , , , , , , ,"Two climbers, one climber involved with a cornice failure resulting in one fatality.","Two climbers, one climber involved with a cornice failure resulting in one fatality.",40
