EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,Time,time_location,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
504518,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,2/15/14,1400,14:00,2014-02-15  14:00:00 | Nevada,High Wind,78, ,0,0,20000,0,Nevada,PST-8,MG,83554,Z,3,REV,0,0,Mesonet, , , , , , , , , , , , ,"Widespread wind gusts between 60 and 70 mph were noted on the north, west, and southwest sides of Reno as well as in portions of the Carson Valley. In the foothills along Interstate 580, wind gusts of 80 to 90 mph were recorded. The high winds brought a few fences down in Golden Valley and in Spanish Springs. In southwest Reno, small trees were uprooted along with some power outages.","A strong cold front moved through western Nevada early on the 16th. Ahead of the front on the 15th, strong winds occurred with the highest in the immediate lee of the Carson Range.",11
496516,SPRING MOUNTAINS (ZONE), ,2/27/14,134,1:34,2014-02-27  1:00:00 | Nevada,High Wind,52, ,0,0,0,0,Nevada,PST-8,MG,82457,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,Downslope winds ahead of the oncoming storm system briefly gusted to 60 mph 1 mile ESE of Red Rock Canyon.,"A strong low pressure system brought high winds, heavy rain, and heavy mountain snow to portions of the Mojave Desert and southern Great Basin.",12
496515,CLARK CO.,BRACKEN,2/28/14,1400,14:00,2014-02-28  14:00:00 | Nevada,Heavy Rain, , ,0,0,250000,0,Nevada,PST-8, ,82457,C,3,VEF,8,0,Broadcast Media, , , ,1,SE,1,SE,BRACKEN,36.1103,-115.182,36.1103,-115.182,"Heavy rain in the Las Vegas Valley caused a power outage to 1263 customers; shorted out a railroad crossing sensor, causing the gate to block a major thoroughfare; and contributed to at least 43 vehicle crashes, resulting in eight injuries (indirect).","A strong low pressure system brought high winds, heavy rain, and heavy mountain snow to portions of the Mojave Desert and southern Great Basin.",13
496517,SPRING MOUNTAINS (ZONE), ,2/28/14,1532,15:32,2014-02-28  15:00:00 | Nevada,High Wind,67, ,0,0,0,0,Nevada,PST-8,MG,82457,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,These gusts occurred 3 miles NE of Mt. Charleston.,"A strong low pressure system brought high winds, heavy rain, and heavy mountain snow to portions of the Mojave Desert and southern Great Basin.",14
496518,LINCOLN COUNTY EXCEPT THE SHEEP RANGE (ZONE), ,2/28/14,2130,21:30,2014-02-28  21:00:00 | Nevada,Strong Wind,48, ,0,0,5000,0,Nevada,PST-8,MG,82457,Z,15,VEF,0,0,Mesonet, , , , , , , , , , , , ,"A sensor near Rachel measured a gust to 55 mph, and a spotter reported minor damage.","A strong low pressure system brought high winds, heavy rain, and heavy mountain snow to portions of the Mojave Desert and southern Great Basin.",15
506415,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,3/6/14,100,0.069444444,2014-03-06  1:00:00 | Nevada,Strong Wind,39, ,0,0,2500,0,Nevada,PST-8,EG,83888,Z,3,REV,0,0,Trained Spotter, , , , , , , , , , , , ,"Most areas in the Reno-Carson City area noted wind gusts between 40 and 50 mph early on the 6th. However, wind prone areas recorded wind gusts of 60 to 65 mph. Winds caused a 10 X 20 metal shed to come apart on the north side of Carson City and cause damage to a vehicle. An NDOT observation about 1/4 mile northwest of the damage recorded a wind gust to 63 mph at 545PST.","A cold front brought gusty winds to the Reno-Carson City area on the 6th, with some wind damage in Carson City.",16
505810,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,3/10/14,800,8:00,2014-03-10  8:00:00 | Nevada,High Wind,74, ,0,0,25000,0,Nevada,PST-8,EG,83791,Z,3,REV,0,0,Broadcast Media, , , , , , , , , , , , ,"Two outbuildings were destroyed and around 15 trees were uprooted as a cold front moved through Hidden Valley. Also, a 2 X 4 from one of the outbuildings was driven into the side of a home. A wind gust to 52 mph was recorded at the UNR Ag Farm about a half-mile northeast of the damage site. However, based on wind studies for the enhanced Fujita scale regarding the uprooting of coniferous trees a much higher speed was estimated at the damage site.","A strong cold front moved through the Reno area on the morning of the 10th. Most areas experienced wind gusts of 35 to 45 mph, however winds were much stronger in localized areas.",17
497593,N ELKO CNTY (ZONE), ,3/17/14,430,4:30,2014-03-17  4:00:00 | Nevada,High Wind,55, ,0,0,0,0,Nevada,PST-8,MG,82611,Z,31,LKN,0,0,RAWS, , , , , , , , , , , , ,"A wind gust of 63 mph was observed at the Stag Mountain RAWS, 62 mph at the Long Hollow RAWS, and 58 mph at the O'Neil NDOT mesonet site.",A strong cold front brought wind gusts up to 87 mph across northern Nevada.,18
497595,SOUTH-CENTRAL ELKO (ZONE), ,3/17/14,430,4:30,2014-03-17  4:00:00 | Nevada,High Wind,76, ,0,0,0,0,Nevada,PST-8,MG,82611,Z,39,LKN,0,0,Mesonet, , , , , , , , , , , , ,"A wind gust of 87 mph was observed at the Ruby Valley NDOT mesonet site, 78 mph at the Pequop Summit NDOT mesonet site, 72 mph at the Warm Springs NDOT mesonet site, and 62 mph at the Wells/Moor Grade NDOT site.",A strong cold front brought wind gusts up to 87 mph across northern Nevada.,19
497597,SOUTHEASTERN ELKO (ZONE), ,3/17/14,1200,12:00,2014-03-17  12:00:00 | Nevada,High Wind,56, ,0,0,0,0,Nevada,PST-8,MG,82611,Z,33,LKN,0,0,Mesonet, , , , , , , , , , , , ,"A wind gust to 64 mph was observed at the Pilot Peak NDOT mesonet site, and a gust to 63 mph at the Spring Gulch RAWS.",A strong cold front brought wind gusts up to 87 mph across northern Nevada.,20
500185,SPRING MOUNTAINS (ZONE), ,3/26/14,546,5:46,2014-03-26  5:00:00 | Nevada,High Wind,53, ,0,0,0,0,Nevada,PST-8,MG,82960,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,This gust occurred near Red Rock Canyon.,"A Pacific storm system brought strong downslope winds in the lee of the Sierra Nevada and Spring Mountains, and also brought high winds to the western Mojave Desert.",21
500188,SPRING MOUNTAINS (ZONE), ,3/29/14,2234,22:34,2014-03-29  22:00:00 | Nevada,High Wind,70, ,0,0,0,0,Nevada,PST-8,MG,82963,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,The peak gust was measured 3 miles NE of Mt. Charleston at 2234 PST on the 29th.,A storm system brought locally high winds to the Mojave Desert.,22
498426,RUBY MOUNTAINS/E HUMBOLDT RANGE (ZONE), ,3/30/14,30,0:30,2014-03-30  0:00:00 | Nevada,Heavy Snow, , ,0,0,0,0,Nevada,PST-8, ,82720,Z,34,LKN,0,0,SNOTEL, , , , , , , , , , , , ,,A winter like storm brought heavy snow to the Ruby Mountains and East Humboldt Range. Most SNOTEL's reported 7 to 11 inches of snow.,23
500189,ESMERALDA/CENTRAL NYE (ZONE), ,3/30/14,415,4:15,2014-03-30  4:00:00 | Nevada,High Wind,58, ,0,0,0,0,Nevada,PST-8,MG,82963,Z,14,VEF,0,0,Mesonet, , , , , , , , , , , , ,This gust occurred 40 miles E of Beatty.,A storm system brought locally high winds to the Mojave Desert.,24
513694,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,4/22/14,15,0:15,2014-04-22  0:00:00 | Nevada,Strong Wind,39, ,0,0,2000,0,Nevada,PST-8,MG,85061,Z,3,REV,0,0,Mesonet, , , , , , , , , , , , ,"Most areas saw wind gusts to between 40 and 50 mph early on the 22nd. However, the Galena RAWS and Reno-Tahoe airport noted wind gusts between 60 and 66 mph, along with sustained winds over 40 mph for the airport from 0018PST to 0143PST. While wind speeds decreased later in the morning, erratic wind shifts near the front (around 0730PST) at the Reno airport led to low level wind shear and major concerns for the airport (although no incidents were noted). Finally, a large part of a tree was broken in Sparks early in the morning.","A strong cold front moved through western Nevada on the morning of the 22nd, bringing high winds followed by low level wind shear to the Reno-Tahoe airport as well as some damage in Sparks.",25
502598,ESMERALDA/CENTRAL NYE (ZONE), ,4/22/14,1015,10:15,2014-04-22  10:00:00 | Nevada,High Wind,68, ,0,0,0,0,Nevada,PST-8,MG,83306,Z,14,VEF,0,0,Trained Spotter, , , , , , , , , , , , ,The peak gust was measured 5 miles NW of Dyer at 1200 PST. Visibility was briefly near zero in blowing dust.,A strong Pacific storm system brought a short period of high winds to portions of the Mojave Desert.,26
504926,SOUTH-CENTRAL ELKO (ZONE), ,4/22/14,1030,10:30,2014-04-22  10:00:00 | Nevada,High Wind,61, ,0,0,0,0,Nevada,PST-8,MG,83635,Z,39,LKN,0,0,Mesonet, , , , , , , , , , , , ,"A strong cold front brought high winds to south-central Elko County. Observed wind gusts included 70 mph at the Ruby Valley NDOT mesonet site, 67 mph at the Warm Springs NDOT mesonet site, 64 mph at the Ruby Lake RAWS, and 58 mph at the Pequop Summit NDOT mesonet site.",A strong cold front produced high winds across portions of eastern Nevada. Wind gusts up to 70 mph were observed.,27
504928,WHITE PINE (ZONE), ,4/22/14,1100,11:00,2014-04-22  11:00:00 | Nevada,High Wind,60, ,0,0,0,0,Nevada,PST-8,MG,83635,Z,35,LKN,0,0,Mesonet, , , , , , , , , , , , ,"A strong cold front produced high winds across White Pine county. Observed wind gusts included 69 mph at the Ely CEMP site, 63 mph at the North Spring Valley DRI site, and 58 mph at both the Ely ASOS site and the Baker NDOT mesonet site.",A strong cold front produced high winds across portions of eastern Nevada. Wind gusts up to 70 mph were observed.,28
502599,SPRING MOUNTAINS (ZONE), ,4/22/14,1104,11:04,2014-04-22  11:00:00 | Nevada,High Wind,69, ,0,0,0,0,Nevada,PST-8,MG,83306,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,The peak gust was measured 3 miles NE of Mount Charleston at 1234 PST.,A strong Pacific storm system brought a short period of high winds to portions of the Mojave Desert.,29
504927,SOUTHEASTERN ELKO (ZONE), ,4/22/14,1245,12:45,2014-04-22  12:00:00 | Nevada,High Wind,54, ,0,0,0,0,Nevada,PST-8,MG,83635,Z,33,LKN,0,0,RAWS, , , , , , , , , , , , ,A strong cold front produced high winds across southeastern Elko county. Wind gusts to 62 mph were reported at the Pilot Peak Junction NDOT mesonet site and at the Spring Gulch RAWS site.,A strong cold front produced high winds across portions of eastern Nevada. Wind gusts up to 70 mph were observed.,30
507350,LAS VEGAS VALLEY (ZONE), ,4/23/14,130,1:30,2014-04-23  1:00:00 | Nevada,Wildfire, , ,0,0,50000,0,Nevada,PST-8, ,83306,Z,20,VEF,0,0,Newspaper, , , , , , , , , , , , ,"A fire which started outdoors spread to two houses due to strong winds. No one was injured, but both homes were damaged.",A strong Pacific storm system brought a short period of high winds to portions of the Mojave Desert.,31
507336,ESMERALDA/CENTRAL NYE (ZONE), ,4/25/14,1300,13:00,2014-04-25  13:00:00 | Nevada,High Wind,58, ,0,0,0,0,Nevada,PST-8,MG,84032,Z,14,VEF,0,0,Mesonet, , , , , , , , , , , , ,The peak gust was measured 40 miles E of Beatty at 1315 PST.,A strong low pressure system brought a period of high winds to the Mojave Desert and nearby areas.,32
504932,S LANDER & S EUREKA (ZONE), ,4/25/14,2100,21:00,2014-04-25  21:00:00 | Nevada,Heavy Snow, , ,0,0,0,0,Nevada,PST-8, ,83638,Z,37,LKN,0,0,SNOTEL, , , , , , , , , , , , ,"Heavy snow was reported across southern Lander and southern Eureka counties. Reports included 13 inches at the Big Creek Summit SNOTEL, 10 inches at both the Diamond Peak and Vacarro SNOTEL sites, and nearly 5 inches in Eureka.",A winter-like storm brought heavy snow to southern Lander and southern Eureka counties. SNOTEL sites reported between 10 and 13 inches of snow and a COOP observer in Eureka reported nearly 5 inches of snow.,33
507337,LAS VEGAS VALLEY (ZONE), ,4/26/14,200,2:00,2014-04-26  2:00:00 | Nevada,Strong Wind,48, ,0,0,500,0,Nevada,PST-8,EG,84032,Z,20,VEF,0,0,NWS Employee, , , , , , , , , , , , ,A two foot diameter tree was snapped about 40 feet above the ground at Floyd Lamb State Park.,A strong low pressure system brought a period of high winds to the Mojave Desert and nearby areas.,34
515600,ESMERALDA/CENTRAL NYE (ZONE), ,5/10/14,1610,16:10,2014-05-10  16:00:00 | Nevada,High Wind,52, ,0,0,0,0,Nevada,PST-8,MG,85315,Z,14,VEF,0,0,Mesonet, , , , , , , , , , , , ,The peak gust occurred 44 miles ENE of Beatty at 1800 PST. Dust storm conditions were also reported by a spotter in Dyer.,A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,35
515601,LINCOLN COUNTY EXCEPT THE SHEEP RANGE (ZONE), ,5/10/14,1930,19:30,2014-05-10  19:00:00 | Nevada,High Wind,50, ,0,0,1000,0,Nevada,PST-8,EG,85315,Z,15,VEF,0,0,COOP Observer, , , , , , , , , , , , ,High winds blew down several large tree limbs at Cathedral Gorge State Park. The event time is estimated.,A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,36
515602,WESTERN CLARK/SOUTHERN NYE (ZONE), ,5/10/14,2012,20:12,2014-05-10  20:00:00 | Nevada,High Wind,52, ,0,0,0,0,Nevada,PST-8,MG,85315,Z,17,VEF,0,0,Trained Spotter, , , , , , , , , , , , ,This gust was measured 5 miles NW of Pahrump.,A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,37
515603,SPRING MOUNTAINS (ZONE), ,5/10/14,2045,20:45,2014-05-10  20:00:00 | Nevada,High Wind,58, ,0,0,0,0,Nevada,PST-8,MG,85315,Z,19,VEF,0,0,Mesonet, , , , , , , , , , , , ,This gust occurred 1 mile ESE of Red Rock Canyon.,A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,38
515610,LAS VEGAS VALLEY (ZONE), ,5/10/14,2045,20:45,2014-05-10  20:00:00 | Nevada,High Wind,50, ,0,0,100000,0,Nevada,PST-8,EG,85315,Z,20,VEF,0,0,Public, , , , , , , , , , , , ,"Two trampolines became airborne, trees blew down into roads, seriously damaging at least one car, several canopies at Planet Hollywood blew into the street, a carport at an apartment complex tipped over, and about 18,000 customers lost power.",A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,39
523714,LAKE MEAD/LAKE MOHAVE NATIONAL RECREATION AREA (ZONE), ,5/10/14,2130,21:30,2014-05-10  21:00:00 | Nevada,High Wind,52, ,1,0,100000,0,Nevada,PST-8,EG,85315,Z,21,VEF,0,0,Park/Forest Service, , , , , , , , , , , , ,"In the Callville Bay area, damage included 17 house trailer skirts; nine trailer awnings; several trailer roofs; flying debris damage to some vehicles, one houseboat, and a dock; a 25 foot sailboat which was flipped off a trailer; and damage to NV Energy infrastructure. At the Las Vegas Boat Harbor, one dock was pushed 20 feet and the bridge leading to it was damaged. Two other docks and private boats were also damaged. One man was presumed drowned in Lake Mead after high winds blew away his boat and caused waves in the lake.",A strong cold front brought high winds to much of the Mojave Desert and southern Great Basin.,40
510874,ELKO CO.,ELKO,5/21/14,1138,11:38,2014-05-21  11:00:00 | Nevada,Tornado, ,EF0,0,0,0,0,Nevada,PST-8, ,84591,C,7,LKN,0,0,Public, ,0.23,25,2,NE,2,NE,ELKO,40.8515,-115.7414,40.8485,-115.7431,A photo was taken of the tornado. A storm survey was completed and the only evidence of a tornado was some debris stuck in a fence along the path of the tornado.,A thunderstorm moving form east to west across Elko produced two EF0 tornadoes. The first tornado touched down on Manzanita Lane behind JC Penny's. A photo was taken of the tornado. No damage was reported besides some debris stuck in a fence along the tornado's path.  ||The second tornado touched down on Aspen Way near the Post Office. It uprooted a large tree. The tornado then moved into the Smith's parking lot where it tore some shingles off a car wash and tossed shopping carts into the air.,41
510875,ELKO CO.,ELKO,5/21/14,1148,11:48,2014-05-21  11:00:00 | Nevada,Tornado, ,EF0,0,0,2000,0,Nevada,PST-8, ,84591,C,7,LKN,0,0,Public, ,0.26,125,1,WNW,1,WNW,ELKO,40.8362,-115.7832,40.8329,-115.7855,The tornado touched down along Aspen Way near the Post Office. It uprooted a large tree and snapped off multiple branches along Aspen Way. The tornado then moved into the Smith's parking lot where it torn off a five by twenty foot section of shingles from the car wash. It also lifted shopping carts into the air. One shopping car slammed into the back of a vehicle causing some damage.,A thunderstorm moving form east to west across Elko produced two EF0 tornadoes. The first tornado touched down on Manzanita Lane behind JC Penny's. A photo was taken of the tornado. No damage was reported besides some debris stuck in a fence along the tornado's path.  ||The second tornado touched down on Aspen Way near the Post Office. It uprooted a large tree. The tornado then moved into the Smith's parking lot where it tore some shingles off a car wash and tossed shopping carts into the air.,42
510876,ELKO CO.,(EKO)HARRIS FLD ELKO,5/21/14,1200,12:00,2014-05-21  12:00:00 | Nevada,Hail,0.88, ,0,0,0,0,Nevada,PST-8, ,84592,C,7,LKN,0,0,NWS Employee, , , ,2,W,2,NNW,ELKO,40.82,-115.81,40.86,-115.79,,A thunderstorm produced penny to nickle size hail on the west side of Elko.,43
510877,LANDER CO.,GOLD ACRES,5/21/14,1530,15:30,2014-05-21  15:00:00 | Nevada,Tornado, ,EF0,0,0,0,0,Nevada,PST-8, ,84593,C,15,LKN,0,0,Public, ,0.24,50,11,WSW,12,WSW,GOLD ACRES,40.21,-116.93,40.21,-116.9346,A tornado was photographed near Horse Mountain. A storm survey was conducted but no damage was found. However survey efforts were hampered by steep and rugged terrain.,A tornado was photographed near Horse Mountain. A storm survey was conducted but steep and rugged terrain hampered survey efforts. No damage was found.,44
522039,CHURCHILL CO.,FRENCHMAN,5/22/14,1830,18:30,2014-05-22  18:00:00 | Nevada,Flash Flood, , ,0,0,0,0,Nevada,PST-8, ,86516,C,1,REV,0,0,Department of Highways,Heavy Rain, , ,7,NE,8,NE,FRENCHMAN,39.34,-118.17,39.3453,-118.1439,A significant amount of water over state road 121 was reported by NDOT. There was  also rock and dirt debris with the fast-flowing water which caused the closure of the road. The time of the flash flood was estimated based on radar as the reports were received after the actual event.,"Thunderstorms over central Nevada developed and moved west during the afternoon and evening of the 22nd. In addition to localized heavy rain, thunderstorm outflows pushed into western Nevada in the evening bringing a significant dust storm to some areas between Reno and Fernley.",45
522054,WESTERN NEVADA BASIN AND RANGE (ZONE), ,5/22/14,1840,18:40,2014-05-22  18:00:00 | Nevada,Dust Storm, , ,0,0,0,0,Nevada,PST-8, ,86516,Z,4,REV,0,0,Public, , , , , , , , , , , , ,An image from highway 447 between Fernley and Nixon and a report of visibility less than 1/4 mile in Fernley confirmed a dust storm west of Lovelock and Fallon. The dust was carried by large-scale thunderstorm outflows which brought east to northeast winds of 15-25 mph with gusts to 40 mph.,"Thunderstorms over central Nevada developed and moved west during the afternoon and evening of the 22nd. In addition to localized heavy rain, thunderstorm outflows pushed into western Nevada in the evening bringing a significant dust storm to some areas between Reno and Fernley.",46
522045,GREATER RENO/CARSON CITY/MINDEN AREA (ZONE), ,5/22/14,2000,20:00,2014-05-22  20:00:00 | Nevada,Dust Storm, , ,0,0,0,0,Nevada,PST-8, ,86516,Z,3,REV,0,0,Public, , , , , , , , , , , , ,Widespread visibility less than 1/4 mile were reported in the Reno area and east to around Fernley. The dust was carried by large-scale thunderstorm outflows bringing east to northeast winds of 15-25 mph with gusts to 40-50 mph.,"Thunderstorms over central Nevada developed and moved west during the afternoon and evening of the 22nd. In addition to localized heavy rain, thunderstorm outflows pushed into western Nevada in the evening bringing a significant dust storm to some areas between Reno and Fernley.",47
530616,LYON CO.,SILVER SPGS,6/2/14,1415,14:15,2014-06-02  14:00:00 | Nevada,Thunderstorm Wind,52, ,0,0,0,0,Nevada,PST-8,MG,87910,C,19,REV,0,0,AWOS, , , ,0,N,0,N,SILVER SPGS,39.42,-119.22,39.42,-119.22,,"Very dry surface air brought exceptionally high-based (some above 12,000 ft AGL) showers and thunderstorms to western Nevada on the 2nd. Even apparently weak showers brought outflow winds over 50 mph to some areas.",48
521420,LAS VEGAS VALLEY (ZONE), ,6/8/14,1200,12:00,2014-06-08  12:00:00 | Nevada,Heat, , ,2,0,0,0,Nevada,PST-8, ,86404,Z,20,VEF,0,0,County Official, , , , , , , , , , , , ,Two people died of heat related causes in the Las Vegas Valley.,Two people died of heat related causes in the Las Vegas Valley.,49
519218,LANDER CO.,AUSTIN,6/9/14,1350,13:50,2014-06-09  13:00:00 | Nevada,Thunderstorm Wind,52, ,0,0,0,0,Nevada,PST-8,MG,85986,C,15,LKN,0,0,RAWS, , , ,1,NNW,2,N,AUSTIN,39.5,-117.08,39.5019,-117.0755,,A dry microburst produced a wind gust to 60 mph at the Austin RAWS site.,50
519220,LANDER CO.,PETERSON STATION,6/9/14,1738,17:38,2014-06-09  17:00:00 | Nevada,Thunderstorm Wind,58, ,0,0,0,0,Nevada,PST-8,MG,85987,C,15,LKN,0,0,RAWS, , , ,6,NNW,6,NNW,PETERSON STATION,39.3,-117.58,39.3123,-117.561,,A dry microburst produced a wind gust to 67 mph at the Desatoya Mountain RAWS site.,51
